时间,股票代码(IF1601),前收(20160104)(IF1601),开盘价(IF1601),最高价(IF1601),最低价(IF1601),收盘价(IF1601),昨收(IF1601),跌停价(20160104)(IF1601),涨停价(20160104)(IF1601),成交量(IF1601),成交金额(IF1601),持仓量(IF1601),结算价(IF1601),前结算价(IF1601),卖一价(IF1601),卖二价(IF1601),卖三价(IF1601),卖四价(IF1601),卖五价(IF1601),买一价(IF1601),买二价(IF1601),买三价(IF1601),买四价(IF1601),买五价(IF1601),卖一量(IF1601),卖二量(IF1601),卖三量(IF1601),卖四量(IF1601),卖五量(IF1601),买一量(IF1601),买二量(IF1601),买三量(IF1601),买四量(IF1601),买五量(IF1601)
2016-01-04 13:51:35,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:36,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:36,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:37,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:37,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:38,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:38,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:39,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:39,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:40,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:40,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:41,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:41,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:42,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:42,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:43,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:43,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:44,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:44,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:45,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:45,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:46,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:46,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:47,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:47,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:48,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:48,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:49,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:49,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:50,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:50,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:51,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:51,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:52,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:52,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:53,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:53,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:54,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:54,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:55,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:55,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:56,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:56,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:57,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:57,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:58,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:58,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:59,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:51:59,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:00,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:00,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:01,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:01,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:02,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:02,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:03,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:03,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:04,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:04,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:05,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:05,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:06,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:06,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:07,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:07,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:08,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:08,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:09,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:09,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:10,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:10,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:11,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:11,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:12,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:12,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:13,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:13,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:14,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:14,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:15,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:15,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:16,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:16,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:17,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:17,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:18,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:18,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:19,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:19,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:20,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:20,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:21,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:21,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:22,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:22,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:23,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:23,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:24,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:24,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:25,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:25,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:26,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:26,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:27,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:27,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:28,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:28,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:29,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:29,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:30,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:30,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:31,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:31,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:32,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:32,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:33,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:33,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:34,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:34,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:35,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:35,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:36,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:36,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:37,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:37,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:38,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:38,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:39,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:39,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-01-04 13:52:40,IF1601,3658.2,3425,3425,3425,3425,3425,3415.6,3930,0,0,0,0,3672.8,3424.6,0,0,0,0,3423.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
