510300,
510330,
510050,
159919,
510310,
159949,
510500,
159915,
512500,
159968,
515800,
512990,
512380,
512160,
512090,
159995,
512760,
515050,
159801,
512480,
512290,
159992,
512170,
512010,
159938,
515000,
515750,
159807,
515860,
159987,
515030,
515700,
159806,
512880,
512000,
512800,
512900,
159993,
159928,
512690,
515650,
159996,
510150,
512660,
512710,
515210,
512400,
515220,
159966,
159905,
159967,
510880,
515180,
515680,
515900,
159976,
515600,
159978,
511010,
511260,
159972,
510900,
159920,
513050,
513090,
513500,
518880,
159934,
159937,
518800,
159980
